timestamp,node,result,delay_ms
2025-10-06T17:51:22.075590823Z,test-node-24:4000,SUCCESS,2617.000
2025-10-06T17:51:26.091789032Z,test-node-30:4000,SUCCESS,6633.000
2025-10-06T17:51:27.14854298Z,test-node-29:4000,SUCCESS,1048.000
2025-10-06T17:51:27.200938811Z,test-node-19:4000,SUCCESS,1101.000
2025-10-06T17:51:27.448598722Z,test-node-4:4000,SUCCESS,1348.000
2025-10-06T17:51:27.755254501Z,test-node-22:4000,SUCCESS,1655.000
2025-10-06T17:51:28.208768762Z,test-node-28:4000,SUCCESS,2109.000
2025-10-06T17:51:30.813138895Z,test-node-29:4000,SUCCESS,4713.000
2025-10-06T17:51:31.428903214Z,test-node-9:4000,SUCCESS,609.000
2025-10-06T17:51:31.440595096Z,test-node-27:4000,SUCCESS,621.000
2025-10-06T17:51:31.62934068Z,test-node-16:4000,SUCCESS,809.000
2025-10-06T17:51:31.768734885Z,test-node-4:4000,SUCCESS,948.000
2025-10-06T17:51:31.89650035Z,test-node-21:4000,SUCCESS,1076.000
2025-10-06T17:51:34.520312704Z,test-node-22:4000,SUCCESS,3700.000
2025-10-06T17:51:40.822842657Z,test-node-19:4000,TIMEOUT,10003.000
2025-10-06T17:51:40.822884947Z,test-node-16:4000,TIMEOUT,10003.000
2025-10-06T17:51:41.465230741Z,test-node-25:4000,SUCCESS,634.000
2025-10-06T17:51:41.950872033Z,test-node-27:4000,SUCCESS,1120.000
2025-10-06T17:51:41.971164383Z,test-node-3:4000,SUCCESS,1140.000
2025-10-06T17:51:42.374313595Z,test-node-23:4000,SUCCESS,1543.000
2025-10-06T17:51:46.097920549Z,test-node-21:4000,SUCCESS,5267.000
2025-10-06T17:51:47.251997243Z,test-node-17:4000,SUCCESS,1146.000
2025-10-06T17:51:48.014290925Z,test-node-3:4000,SUCCESS,1908.000
2025-10-06T17:51:49.337608413Z,test-node-8:4000,SUCCESS,3231.000
2025-10-06T17:51:49.937445866Z,test-node-11:4000,SUCCESS,593.000
2025-10-06T17:51:49.944146103Z,test-node-25:4000,SUCCESS,600.000
2025-10-06T17:51:50.013595781Z,test-node-16:4000,SUCCESS,669.000
2025-10-06T17:51:50.329870268Z,test-node-8:4000,SUCCESS,985.000
2025-10-06T17:51:50.360709538Z,test-node-23:4000,SUCCESS,1016.000
2025-10-06T17:51:50.375010132Z,test-node-18:4000,SUCCESS,1030.000
2025-10-06T17:51:50.48566165Z,test-node-4:4000,SUCCESS,1141.000
2025-10-06T17:51:51.074256643Z,test-node-6:4000,SUCCESS,1730.000
2025-10-06T17:51:52.34499423Z,test-node-11:4000,SUCCESS,3000.000
2025-10-06T17:51:52.93009985Z,test-node-25:4000,SUCCESS,577.000
2025-10-06T17:51:53.292416932Z,test-node-5:4000,SUCCESS,940.000
2025-10-06T17:51:53.666077496Z,test-node-2:4000,SUCCESS,1313.000
2025-10-06T17:52:02.356810805Z,test-node-13:4000,TIMEOUT,10004.000
2025-10-06T17:52:03.378495939Z,test-node-3:4000,SUCCESS,1013.000
2025-10-06T17:52:12.368437508Z,test-node-21:4000,TIMEOUT,10003.000
2025-10-06T17:52:22.379661761Z,test-node-28:4000,TIMEOUT,10004.000
2025-10-06T17:52:22.379796332Z,test-node-6:4000,TIMEOUT,10004.000
2025-10-06T17:52:32.387123231Z,test-node-13:4000,TIMEOUT,10000.000
2025-10-06T17:52:32.387165871Z,test-node-13:4000,TIMEOUT,10000.000
2025-10-06T17:52:34.764956265Z,test-node-17:4000,SUCCESS,2371.000
2025-10-06T17:52:38.563061141Z,test-node-6:4000,SUCCESS,6169.000
2025-10-06T17:52:42.866347149Z,test-node-10:4000,ERROR_internal gRPC error,4298.000
2025-10-06T17:52:46.692932472Z,test-node-8:4000,SUCCESS,3820.000
2025-10-06T17:52:49.612822624Z,test-node-23:4000,ERROR_internal gRPC error,6740.000
2025-10-06T17:52:50.336067948Z,test-node-4:4000,SUCCESS,716.000
2025-10-06T17:52:50.435161434Z,test-node-9:4000,SUCCESS,815.000
2025-10-06T17:52:51.055176987Z,test-node-17:4000,SUCCESS,1435.000
2025-10-06T17:52:51.971137509Z,test-node-8:4000,SUCCESS,2351.000
2025-10-06T17:52:59.624008166Z,test-node-19:4000,TIMEOUT,10004.000
2025-10-06T17:53:01.492243154Z,test-node-5:4000,SUCCESS,1862.000
2025-10-06T17:53:03.524975221Z,test-node-5:4000,SUCCESS,3894.000
2025-10-06T17:53:04.10954311Z,test-node-13:4000,SUCCESS,578.000
2025-10-06T17:53:04.462237443Z,test-node-16:4000,SUCCESS,930.000
2025-10-06T17:53:10.505637776Z,test-node-3:4000,ERROR_internal gRPC error,6973.000
2025-10-06T17:53:12.099206357Z,test-node-16:4000,SUCCESS,8567.000
2025-10-06T17:53:13.532199183Z,test-node-24:4000,TIMEOUT,10000.000
2025-10-06T17:53:13.532245703Z,test-node-1:4000,TIMEOUT,10000.000
2025-10-06T17:53:13.532265593Z,test-node-1:4000,TIMEOUT,10000.000
2025-10-06T17:53:14.42363032Z,test-node-19:4000,SUCCESS,883.000
2025-10-06T17:53:15.649254652Z,test-node-24:4000,ERROR_internal gRPC error,2109.000
2025-10-06T17:53:15.761375241Z,test-node-11:4000,SUCCESS,2221.000
2025-10-06T17:53:16.059045531Z,test-node-28:4000,SUCCESS,2519.000
2025-10-06T17:53:17.009011146Z,test-node-11:4000,SUCCESS,3469.000
2025-10-06T17:53:17.173000045Z,test-node-1:4000,SUCCESS,3633.000
2025-10-06T17:53:17.553451906Z,test-node-17:4000,SUCCESS,4013.000
2025-10-06T17:53:22.57178253Z,test-node-30:4000,SUCCESS,9031.000
2025-10-06T17:53:24.627084871Z,test-node-9:4000,ERROR_internal gRPC error,2048.000
2025-10-06T17:53:24.638794982Z,test-node-9:4000,ERROR_internal gRPC error,2060.000
2025-10-06T17:53:25.231227968Z,test-node-4:4000,SUCCESS,2652.000
2025-10-06T17:53:27.858047825Z,test-node-30:4000,SUCCESS,5279.000
2025-10-06T17:53:28.051958134Z,test-node-23:4000,ERROR_internal gRPC error,5473.000
2025-10-06T17:53:30.400244748Z,test-node-16:4000,SUCCESS,7821.000
2025-10-06T17:53:32.579810859Z,test-node-19:4000,TIMEOUT,10001.000
2025-10-06T17:53:32.579864859Z,test-node-2:4000,TIMEOUT,10001.000
2025-10-06T17:53:33.677205936Z,test-node-24:4000,SUCCESS,1090.000
2025-10-06T17:53:34.161518088Z,test-node-1:4000,SUCCESS,1574.000
2025-10-06T17:53:35.628597545Z,test-node-30:4000,SUCCESS,3041.000
2025-10-06T17:53:35.716816651Z,test-node-11:4000,ERROR_internal gRPC error,3130.000
2025-10-06T17:53:35.78797201Z,test-node-30:4000,SUCCESS,3201.000
2025-10-06T17:53:40.519843315Z,test-node-18:4000,SUCCESS,7933.000
2025-10-06T17:53:42.586346996Z,test-node-6:4000,TIMEOUT,9999.000
2025-10-06T17:53:42.586363826Z,test-node-16:4000,TIMEOUT,9999.000
2025-10-06T17:53:52.056453402Z,test-node-3:4000,SUCCESS,9463.000
2025-10-06T17:53:53.919587605Z,test-node-8:4000,SUCCESS,1856.000
2025-10-06T17:53:54.858182619Z,test-node-4:4000,SUCCESS,2794.000
2025-10-06T17:53:55.077282692Z,test-node-11:4000,SUCCESS,3013.000
2025-10-06T17:53:55.70090181Z,test-node-11:4000,SUCCESS,617.000
2025-10-06T17:53:55.739731477Z,test-node-9:4000,SUCCESS,656.000
2025-10-06T17:53:57.25302048Z,test-node-10:4000,SUCCESS,2170.000
2025-10-06T17:53:57.820220662Z,test-node-8:4000,SUCCESS,2736.000
2025-10-06T17:53:58.081433816Z,test-node-30:4000,SUCCESS,2998.000
2025-10-06T17:54:00.92224586Z,test-node-4:4000,ERROR_internal gRPC error,5838.000
2025-10-06T17:54:04.068824524Z,test-node-13:4000,ERROR_internal gRPC error,8985.000
2025-10-06T17:54:05.083890812Z,test-node-28:4000,TIMEOUT,10000.000
2025-10-06T17:54:05.094727932Z,test-node-14:4000,ERROR_internal gRPC error,3.000
2025-10-06T17:54:06.98317908Z,test-node-1:4000,SUCCESS,1892.000
2025-10-06T17:54:11.268005237Z,test-node-5:4000,ERROR_internal gRPC error,6176.000
2025-10-06T17:54:14.015169949Z,test-node-5:4000,ERROR_internal gRPC error,2743.000
2025-10-06T17:54:14.231249219Z,test-node-8:4000,SUCCESS,2959.000
2025-10-06T17:54:16.302350986Z,test-node-23:4000,SUCCESS,5030.000
2025-10-06T17:54:16.567156763Z,test-node-6:4000,ERROR_internal gRPC error,5295.000
2025-10-06T17:54:16.742515104Z,test-node-9:4000,ERROR_internal gRPC error,5470.000
2025-10-06T17:54:16.835591925Z,test-node-18:4000,ERROR_internal gRPC error,5563.000
2025-10-06T17:54:19.490296587Z,test-node-10:4000,SUCCESS,1250.000
2025-10-06T17:54:20.290943236Z,test-node-24:4000,SUCCESS,2050.000
2025-10-06T17:54:20.473554053Z,test-node-6:4000,SUCCESS,2234.000
2025-10-06T17:54:20.854564424Z,test-node-9:4000,ERROR_internal gRPC error,2615.000
2025-10-06T17:54:21.896403768Z,test-node-10:4000,ERROR_internal gRPC error,3656.000
2025-10-06T17:54:23.071925713Z,test-node-6:4000,ERROR_internal gRPC error,4831.000
2025-10-06T17:54:23.403180405Z,test-node-24:4000,ERROR_internal gRPC error,5162.000
2025-10-06T17:54:25.983979296Z,test-node-8:4000,ERROR_internal gRPC error,7744.000
2025-10-06T17:54:28.239465062Z,test-node-17:4000,TIMEOUT,9998.000
2025-10-06T17:54:28.79251812Z,test-node-18:4000,SUCCESS,546.000
2025-10-06T17:54:29.937841304Z,test-node-10:4000,ERROR_internal gRPC error,1691.000
2025-10-06T17:54:31.168985522Z,test-node-9:4000,ERROR_internal gRPC error,2922.000
2025-10-06T17:54:32.152441578Z,test-node-6:4000,ERROR_internal gRPC error,3906.000
2025-10-06T17:54:33.280129256Z,test-node-18:4000,ERROR_internal gRPC error,5034.000
2025-10-06T17:54:38.250448991Z,test-node-30:4000,TIMEOUT,10004.000
2025-10-06T17:54:38.250493261Z,test-node-19:4000,TIMEOUT,10003.000
2025-10-06T17:54:38.881326985Z,test-node-23:4000,SUCCESS,624.000
2025-10-06T17:54:40.117338028Z,test-node-24:4000,ERROR_internal gRPC error,1861.000
2025-10-06T17:54:40.12984948Z,test-node-1:4000,SUCCESS,1873.000
2025-10-06T17:54:40.407833091Z,test-node-30:4000,SUCCESS,2151.000
2025-10-06T17:54:45.685224902Z,test-node-6:4000,ERROR_internal gRPC error,7428.000
2025-10-06T17:54:46.183089925Z,test-node-11:4000,ERROR_internal gRPC error,7927.000
2025-10-06T17:54:48.256366241Z,test-node-22:4000,TIMEOUT,10000.000
2025-10-06T17:54:48.931988238Z,test-node-5:4000,SUCCESS,670.000
2025-10-06T17:54:50.477886582Z,test-node-1:4000,SUCCESS,2215.000
2025-10-06T17:54:56.28859401Z,test-node-8:4000,SUCCESS,8026.000
2025-10-06T17:54:58.902509625Z,test-node-8:4000,SUCCESS,2608.000
2025-10-06T17:55:00.796292669Z,test-node-17:4000,ERROR_internal gRPC error,4502.000
2025-10-06T17:55:04.961844884Z,test-node-22:4000,SUCCESS,8667.000
2025-10-06T17:55:07.1560251Z,test-node-10:4000,SUCCESS,2188.000
2025-10-06T17:55:07.325728336Z,test-node-1:4000,SUCCESS,2357.000
2025-10-06T17:55:07.863874189Z,test-node-24:4000,ERROR_internal gRPC error,2895.000
2025-10-06T17:55:08.192776169Z,test-node-16:4000,SUCCESS,3224.000
2025-10-06T17:55:14.705467301Z,test-node-16:4000,SUCCESS,9737.000
2025-10-06T17:55:14.968538427Z,test-node-16:4000,TIMEOUT,10000.000
2025-10-06T17:55:15.702417372Z,test-node-17:4000,SUCCESS,728.000
2025-10-06T17:55:16.414326176Z,test-node-6:4000,SUCCESS,1440.000
2025-10-06T17:55:17.223792665Z,test-node-4:4000,SUCCESS,2249.000
2025-10-06T17:55:17.262558873Z,test-node-18:4000,SUCCESS,2288.000
2025-10-06T17:55:18.845033673Z,test-node-5:4000,ERROR_internal gRPC error,3870.000
2025-10-06T17:55:22.255836613Z,test-node-18:4000,SUCCESS,7281.000
2025-10-06T17:55:24.18399958Z,test-node-24:4000,ERROR_internal gRPC error,1694.000
2025-10-06T17:55:24.794077433Z,test-node-24:4000,ERROR_internal gRPC error,606.000
2025-10-06T17:55:24.827462576Z,test-node-30:4000,SUCCESS,639.000
2025-10-06T17:55:25.893525554Z,test-node-8:4000,SUCCESS,1705.000
2025-10-06T17:55:27.667728431Z,test-node-18:4000,SUCCESS,3479.000
2025-10-06T17:55:28.72489262Z,test-node-10:4000,SUCCESS,4537.000
2025-10-06T17:55:32.054624054Z,test-node-8:4000,SUCCESS,7866.000
2025-10-06T17:55:32.639917524Z,test-node-11:4000,SUCCESS,579.000
2025-10-06T17:55:33.811358715Z,test-node-11:4000,SUCCESS,1751.000
2025-10-06T17:55:34.717555977Z,test-node-8:4000,SUCCESS,2657.000
2025-10-06T17:55:37.180603046Z,test-node-10:4000,ERROR_internal gRPC error,5120.000
2025-10-06T17:55:38.402834385Z,test-node-6:4000,SUCCESS,6342.000
2025-10-06T17:55:39.062229437Z,test-node-8:4000,ERROR_internal gRPC error,7002.000
2025-10-06T17:55:40.194514901Z,test-node-24:4000,SUCCESS,1007.000
2025-10-06T17:55:40.205190031Z,test-node-1:4000,ERROR_internal gRPC error,5.000
2025-10-06T17:55:42.438706224Z,test-node-24:4000,ERROR_internal gRPC error,2238.000
2025-10-06T17:55:42.444810749Z,test-node-24:4000,ERROR_internal gRPC error,2245.000
2025-10-06T17:55:45.560347632Z,test-node-10:4000,ERROR_internal gRPC error,5360.000
2025-10-06T17:55:47.228617666Z,test-node-17:4000,SUCCESS,7029.000
2025-10-06T17:55:50.19951109Z,test-node-16:4000,TIMEOUT,10000.000
2025-10-06T17:55:50.19952007Z,test-node-11:4000,TIMEOUT,10000.000
2025-10-06T17:55:50.854061188Z,test-node-5:4000,SUCCESS,648.000
2025-10-06T17:55:52.059415553Z,test-node-30:4000,SUCCESS,1854.000
2025-10-06T17:55:55.627355207Z,test-node-6:4000,SUCCESS,5421.000
2025-10-06T17:55:58.037199354Z,test-node-16:4000,SUCCESS,7831.000
2025-10-06T17:55:58.182174086Z,test-node-8:4000,SUCCESS,7977.000
2025-10-06T17:55:58.428761196Z,test-node-11:4000,SUCCESS,8223.000
2025-10-06T17:56:00.206947226Z,test-node-5:4000,TIMEOUT,10001.000
2025-10-06T17:56:00.863028254Z,test-node-30:4000,SUCCESS,649.000
2025-10-06T17:56:01.254256615Z,test-node-8:4000,SUCCESS,1041.000
2025-10-06T17:56:01.700250328Z,test-node-22:4000,SUCCESS,1486.000
2025-10-06T17:56:02.658744382Z,test-node-30:4000,SUCCESS,2445.000
2025-10-06T17:56:02.671995575Z,test-node-30:4000,SUCCESS,2458.000
2025-10-06T17:56:02.720952703Z,test-node-30:4000,SUCCESS,2507.000
2025-10-06T17:56:04.979702642Z,test-node-18:4000,SUCCESS,4766.000
2025-10-06T17:56:05.849970209Z,test-node-17:4000,SUCCESS,5636.000
